"","X","Name","Vorname","Nachname","Geschlecht","Nationalität","Birthday","Seasons","URL","Season.x","Season.y","Season.x.x","Season.y.y","Season","Größe","Gewicht","Geburtsort","Hintergrund","Bild_URL"
"548",666,"Kim Marschner","Kim","Marschner","w"," Deutschland","28.01.1998","  3 4 5","https://www.sport.de/ninja-warrior/pe686213/kim-marschner/",NA,NA,3,4,5,168,57," Deutschland","","https://s.hs-data.com/gfx/person/m/686213.jpg"
"549",320,"Klaus Gärtner","Klaus","Gärtner","m"," Deutschland","12.10.1957"," 2 3  ","https://www.sport.de/ninja-warrior/pe686151/klaus-gaertner/",NA,2,3,NA,NA,164,64," Deutschland","","https://s.hs-data.com/gfx/person/m/686151.jpg"
"550",771,"Klaus-Dieter Wiesner","Klaus-Dieter","Wiesner","m"," Deutschland","09.08.1959","  3  ","https://www.sport.de/ninja-warrior/pe686622/klaus-dieter-wiesner/",NA,NA,3,NA,NA,175,68," Deutschland","","https://s.hs-data.com/gfx/person/m/686622.jpg"
"551",233,"Konstantin Maria Zierl","Konstantin","Maria Zierl","m"," Deutschland","15.09.1992","1    ","https://www.sport.de/ninja-warrior/pe686005/konstantin-maria-zierl/",1,NA,NA,NA,NA,177,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686005.jpg"
"552",939,"Konstantin Schuler","Konstantin","Schuler","m"," Deutschland","20.09.1991","   4 ","https://www.sport.de/ninja-warrior/pe686819/konstantin-schuler/",NA,NA,NA,4,NA,175,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686819.jpg"
"553",787,"Konstantinas Atkocius","Konstantinas","Atkocius","m"," Deutschland","23.08.1989","   4 ","https://www.sport.de/ninja-warrior/pe686725/konstantinas-atkocius/",NA,NA,NA,4,NA,178,85," Deutschland","","https://s.hs-data.com/gfx/person/m/686725.jpg"
"554",43,"Konstantinos David","Konstantinos","David","m"," Deutschland","06.05.1963","1    ","https://www.sport.de/ninja-warrior/pe685895/konstantinos-david/",1,NA,NA,NA,NA,179,84," Deutschland","","https://s.hs-data.com/gfx/person/m/685895.jpg"
"555",35,"Koray Cengiz","Koray","Cengiz","m"," Deutschland","15.03.1983","1    ","https://www.sport.de/ninja-warrior/pe685909/koray-cengiz/",1,NA,NA,NA,NA,183,93," Deutschland","","https://s.hs-data.com/gfx/person/m/685909.jpg"
"556",111,"Kostja Konstantynovski","Kostja","Konstantynovski","m"," Deutschland","06.04.1985","1    ","https://www.sport.de/ninja-warrior/pe686023/kostja-konstantynovski/",1,NA,NA,NA,NA,190,88," Deutschland","","https://s.hs-data.com/gfx/person/m/686023.jpg"
"557",869,"Krister Kröll","Krister","Kröll","m"," Deutschland","04.04.2000","   4 5","https://www.sport.de/ninja-warrior/pe686858/krister-kroell/",NA,NA,NA,4,5,182,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686858.jpg"
"558",1071,"Kristina Jost","Kristina","Jost","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708000/kristina-jost/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708000.jpg"
"559",163,"Kristina Ponomareva","Kristina","Ponomareva","w"," Deutschland","31.01.1998","1    ","https://www.sport.de/ninja-warrior/pe685928/kristina-ponomareva/",1,NA,NA,NA,NA,179,61," Deutschland","","https://s.hs-data.com/gfx/person/m/685928.jpg"
"560",487,"Kristina Simonenko","Kristina","Simonenko","w"," Kirgisistan","06.06.1989"," 2   ","https://www.sport.de/ninja-warrior/pe686411/kristina-simonenko/",NA,2,NA,NA,NA,175,63," Kirgisistan","","https://s.hs-data.com/gfx/person/m/686411.jpg"
"561",698,"Kyra Reinert","Kyra","Reinert","w"," Deutschland","11.04.1997","  3  ","https://www.sport.de/ninja-warrior/pe686675/kyra-reinert/",NA,NA,3,NA,NA,164,58," Deutschland","","https://s.hs-data.com/gfx/person/m/686675.jpg"
"562",142,"Largun Miraky","Largun","Miraky","m"," Deutschland","03.06.1993","1    ","https://www.sport.de/ninja-warrior/pe685903/largun-miraky/",1,NA,NA,NA,NA,181,84," Deutschland","","https://s.hs-data.com/gfx/person/m/685903.jpg"
"563",560,"Lars Bugdahn","Lars","Bugdahn","m"," Deutschland","17.03.1988","  3  ","https://www.sport.de/ninja-warrior/pe686262/lars-bugdahn/",NA,NA,3,NA,NA,185,79," Deutschland","","https://s.hs-data.com/gfx/person/m/686262.jpg"
"564",285,"Lars Carius","Lars","Carius","m"," Deutschland","20.02.1997"," 2   ","https://www.sport.de/ninja-warrior/pe686380/lars-carius/",NA,2,NA,NA,NA,175,67," Deutschland","","https://s.hs-data.com/gfx/person/m/686380.jpg"
"565",460,"Lars Riedel","Lars","Riedel","m"," Deutschland","28.06.1967"," 2 3  ","https://www.sport.de/ninja-warrior/pe705755/lars-riedel/",NA,2,3,NA,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705755.jpg"
"566",488,"Lasse Simson","Lasse","Simson","m"," Deutschland","13.08.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686369/lasse-simson/",NA,2,NA,NA,NA,180,73," Deutschland","","https://s.hs-data.com/gfx/person/m/686369.jpg"
"567",1195,"Lasse Von Freier","Lasse","Von Freier","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708147/lasse-von-freier/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708147.jpg"
"568",632,"Laura Jüntschke","Laura","Jüntschke","w"," Deutschland","21.02.1997","  3  ","https://www.sport.de/ninja-warrior/pe686597/laura-juentschke/",NA,NA,3,NA,NA,166,57," Deutschland","","https://s.hs-data.com/gfx/person/m/686597.jpg"
"569",712,"Laura Schäfer","Laura","Schäfer","w"," Deutschland","10.12.1993","  3  ","https://www.sport.de/ninja-warrior/pe686599/laura-schaefer/",NA,NA,3,NA,NA,162,55," Deutschland","","https://s.hs-data.com/gfx/person/m/686599.jpg"
"570",211,"Laura Torre","Laura","Torre","w"," Deutschland","26.01.1995","1    ","https://www.sport.de/ninja-warrior/pe686096/laura-torre/",1,NA,NA,NA,NA,162,53," Deutschland","","https://s.hs-data.com/gfx/person/m/686096.jpg"
"571",528,"Laura Winterling","Laura","Winterling","w"," Deutschland","14.01.1981"," 2   ","https://www.sport.de/ninja-warrior/pe686490/laura-winterling/",NA,2,NA,NA,NA,170,55," Deutschland","","https://s.hs-data.com/gfx/person/m/686490.jpg"
"572",452,"Laurin Rademacher","Laurin","Rademacher","m"," Deutschland","08.07.1990"," 2   ","https://www.sport.de/ninja-warrior/pe686468/laurin-rademacher/",NA,2,NA,NA,NA,173,64," Deutschland","","https://s.hs-data.com/gfx/person/m/686468.jpg"
"573",1012,"Lea Clausnitzer","Lea","Clausnitzer","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe707994/lea-clausnitzer/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/707994.jpg"
"574",1031,"Lea Fortin","Lea","Fortin","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708238/lea-fortin/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708238.jpg"
"575",382,"Leander Kleinschmitz","Leander","Kleinschmitz","m"," Deutschland","07.04.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686548/leander-kleinschmitz/",NA,2,NA,NA,NA,180,71," Deutschland","","https://s.hs-data.com/gfx/person/m/686548.jpg"
"576",557,"Leo Brucklacher","Leo","Brucklacher","m"," Deutschland","18.01.1998","  3  ","https://www.sport.de/ninja-warrior/pe691986/leo-brucklacher/",NA,NA,3,NA,NA,191,82," Deutschland","","https://s.hs-data.com/gfx/person/m/691986.jpg"
"577",953,"Leo Sucre Azongwa","Leo","Sucre Azongwa","m"," Kamerun","13.06.1988","   4 ","https://www.sport.de/ninja-warrior/pe686809/leo-sucre-azongwa/",NA,NA,NA,4,NA,168,71," Kamerun","","https://s.hs-data.com/gfx/person/m/686809.jpg"
"578",1086,"Leon Krückmeyer","Leon","Krückmeyer","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708224/leon-krueckmeyer/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708224.jpg"
"579",656,"Leon Layer","Leon","Layer","m"," Deutschland","23.04.1999","  3  ","https://www.sport.de/ninja-warrior/pe686298/leon-layer/",NA,NA,3,NA,NA,190,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686298.jpg"
"580",1207,"Leon Wismann","Leon","Wismann","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708051/leon-wismann/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708051.jpg"
"581",1008,"Leonardo Calderon","Leonardo","Calderon","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708055/leonardo-calderon/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708055.jpg"
"582",910,"Leoni Ostler","Leoni","Ostler","w"," Deutschland","01.01.1999","   4 5","https://www.sport.de/ninja-warrior/pe686712/leoni-ostler/",NA,NA,NA,4,5,158,47," Deutschland","","https://s.hs-data.com/gfx/person/m/686712.jpg"
"583",75,"Leroy Guse","Leroy","Guse","m"," Deutschland","11.12.1995","1    ","https://www.sport.de/ninja-warrior/pe685913/leroy-guse/",1,NA,NA,NA,NA,174,73," Deutschland","","https://s.hs-data.com/gfx/person/m/685913.jpg"
"584",37,"Liam Cook","Liam","Cook","m"," Deutschland","03.06.1986","1    ","https://www.sport.de/ninja-warrior/pe686042/liam-cook/",1,NA,NA,NA,NA,186,78," Deutschland","","https://s.hs-data.com/gfx/person/m/686042.jpg"
"585",329,"Licinia Greber","Licinia","Greber","w"," Deutschland","28.05.1988"," 2   ","https://www.sport.de/ninja-warrior/pe686502/licinia-greber/",NA,2,NA,NA,NA,175,62," Deutschland","","https://s.hs-data.com/gfx/person/m/686502.jpg"
"586",376,"Lilli Kiesgen","Lilli","Kiesgen","w"," Deutschland","02.07.1996"," 2 3 4 5","https://www.sport.de/ninja-warrior/pe686185/lilli-kiesgen/",NA,2,3,4,5,165,53," Deutschland","","https://s.hs-data.com/gfx/person/m/686185.jpg"
"587",88,"Lina Himpel","Lina","Himpel","w"," Deutschland","09.11.1995","1    ","https://www.sport.de/ninja-warrior/pe686095/lina-himpel/",1,NA,NA,NA,NA,159,46," Deutschland","","https://s.hs-data.com/gfx/person/m/686095.jpg"
"588",920,"Linda Raulf","Linda","Raulf","w"," Deutschland","05.06.1991","   4 ","https://www.sport.de/ninja-warrior/pe686775/linda-raulf/",NA,NA,NA,4,NA,166,60," Deutschland","","https://s.hs-data.com/gfx/person/m/686775.jpg"
"589",281,"Line Calgaro","Line","Calgaro","w"," Deutschland","07.10.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686464/line-calgaro/",NA,2,NA,NA,NA,168,52," Deutschland","","https://s.hs-data.com/gfx/person/m/686464.jpg"
"590",925,"Linus Riedel","Linus","Riedel","m"," Deutschland","12.02.1997","   4 ","https://www.sport.de/ninja-warrior/pe686750/linus-riedel/",NA,NA,NA,4,NA,176,61," Deutschland","","https://s.hs-data.com/gfx/person/m/686750.jpg"
"591",558,"Lisa Marie Buckwitz","Lisa","Marie Buckwitz","w"," Deutschland","02.12.1994","  3  ","https://www.sport.de/wintersport/pe387304/lisa-marie-buckwitz/",NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"592",911,"Lisa Pannicke","Lisa","Pannicke","w"," Deutschland","24.05.1989","   4 ","https://www.sport.de/ninja-warrior/pe686772/lisa-pannicke/",NA,NA,NA,4,NA,168,56," Deutschland","","https://s.hs-data.com/gfx/person/m/686772.jpg"
"593",1161,"Lisa Schmitt","Lisa","Schmitt","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708084/lisa-schmitt/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708084.jpg"
"594",1193,"Lisa Unger","Lisa","Unger","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708233/lisa-unger/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708233.jpg"
"595",1201,"Lisa Wagner","Lisa","Wagner","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe707998/lisa-wagner/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/707998.jpg"
"596",1204,"Lisa Weishaupt","Lisa","Weishaupt","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708184/lisa-weishaupt/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708184.jpg"
"597",252,"Liz Baffoe","Liz","Baffoe","w"," Deutschland","06.07.1969"," 2   ","https://www.sport.de/ninja-warrior/pe705747/liz-baffoe/",NA,2,NA,NA,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705747.jpg"
"598",36,"Lorenzo Chimenti","Lorenzo","Chimenti","m"," Deutschland","02.09.1984","1    ","https://www.sport.de/ninja-warrior/pe685835/lorenzo-chimenti/",1,NA,NA,NA,NA,170,70," Deutschland","","https://s.hs-data.com/gfx/person/m/685835.jpg"
"599",1044,"Louis Görtz","Louis","Görtz","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708128/louis-goertz/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708128.jpg"
"600",1056,"Luana Hauptmann","Luana","Hauptmann","w"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708024/luana-hauptmann/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708024.jpg"
"601",577,"Luca Eisenhauer","Luca","Eisenhauer","m"," Deutschland","26.03.1995","  3  ","https://www.sport.de/ninja-warrior/pe686592/luca-eisenhauer/",NA,NA,3,NA,NA,186,88," Deutschland","","https://s.hs-data.com/gfx/person/m/686592.jpg"
"602",313,"Luca Flögel","Luca","Flögel","m"," Deutschland","01.12.1998"," 2   ","https://www.sport.de/ninja-warrior/pe686460/luca-floegel/",NA,2,NA,NA,NA,174,62," Deutschland","","https://s.hs-data.com/gfx/person/m/686460.jpg"
"603",609,"Luca Hänni","Luca","Hänni","m"," Schweiz","08.10.1994","  3  ","https://www.sport.de/ninja-warrior/pe686608/luca-haenni/",NA,NA,3,NA,NA,173,66," Schweiz","","https://s.hs-data.com/gfx/person/m/686608.jpg"
"604",161,"Luca Polaschke","Luca","Polaschke","m"," Deutschland","27.01.1994","1 2   ","https://www.sport.de/ninja-warrior/pe685904/luca-polaschke/",1,2,NA,NA,NA,190,78," Deutschland","","https://s.hs-data.com/gfx/person/m/685904.jpg"
"605",529,"Luis Woldu","Luis","Woldu","m"," Deutschland","27.11.1998"," 2   ","https://www.sport.de/ninja-warrior/pe686455/luis-woldu/",NA,2,NA,NA,NA,175,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686455.jpg"
"606",251,"Lukas Bacher","Lukas","Bacher","m"," Deutschland","05.06.1994"," 2   ","https://www.sport.de/ninja-warrior/pe686513/lukas-bacher/",NA,2,NA,NA,NA,181,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686513.jpg"
"607",1016,"Lukas Dauenheimer","Lukas","Dauenheimer","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708150/lukas-dauenheimer/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708150.jpg"
"608",321,"Lukas Gastl","Lukas","Gastl","m"," Österreich","02.11.1996"," 2   ","https://www.sport.de/ninja-warrior/pe686517/lukas-gastl/",NA,2,NA,NA,NA,183,88," Österreich","","https://s.hs-data.com/gfx/person/m/686517.jpg"
"609",360,"Lukas Hunecker","Lukas","Hunecker","m"," Deutschland","12.03.1997"," 2   ","https://www.sport.de/ninja-warrior/pe686571/lukas-hunecker/",NA,2,NA,NA,NA,173,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686571.jpg"
"610",637,"Lukas Kaufmann","Lukas","Kaufmann","m"," Deutschland","08.06.1991","  3  5","https://www.sport.de/ninja-warrior/pe686167/lukas-kaufmann/",NA,NA,3,NA,5,176,65," Deutschland","","https://s.hs-data.com/gfx/person/m/686167.jpg"
"611",856,"Lukas Kern","Lukas","Kern","m"," Deutschland","14.06.1995","   4 5","https://www.sport.de/ninja-warrior/pe686743/lukas-kern/",NA,NA,NA,4,5,185,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686743.jpg"
"612",857,"Lukas Kilian","Lukas","Kilian","m"," Deutschland","18.08.1992","   4 5","https://www.sport.de/ninja-warrior/pe686749/lukas-kilian/",NA,NA,NA,4,5,170,67," Deutschland","","https://s.hs-data.com/gfx/person/m/686749.jpg"
"613",1080,"Lukas Kohl","Lukas","Kohl","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708100/lukas-kohl/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708100.jpg"
"614",136,"Lukas Meyer","Lukas","Meyer","m"," Deutschland","22.07.1995","1    ","https://www.sport.de/ninja-warrior/pe686028/lukas-meyer/",1,NA,NA,NA,NA,185,81," Deutschland","","https://s.hs-data.com/gfx/person/m/686028.jpg"
"615",752,"Lukas Tietze","Lukas","Tietze","m"," Deutschland","25.11.1996","  3  ","https://www.sport.de/ninja-warrior/pe686140/lukas-tietze/",NA,NA,3,NA,NA,195,93," Deutschland","","https://s.hs-data.com/gfx/person/m/686140.jpg"
"616",213,"Lukas Vernaldi","Lukas","Vernaldi","m"," Deutschland","08.12.1989","1    ","https://www.sport.de/ninja-warrior/pe685889/lukas-vernaldi/",1,NA,NA,NA,NA,180,71," Deutschland","","https://s.hs-data.com/gfx/person/m/685889.jpg"
"617",775,"Lukas Winklmann","Lukas","Winklmann","m"," Deutschland","20.07.1997","  3  ","https://www.sport.de/ninja-warrior/pe686195/lukas-winklmann/",NA,NA,3,NA,NA,180,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686195.jpg"
"618",976,"Lukas Zajons","Lukas","Zajons","m"," Deutschland","27.02.1991","   4 ","https://www.sport.de/ninja-warrior/pe686850/lukas-zajons/",NA,NA,NA,4,NA,176,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686850.jpg"
"619",177,"Luke Schaepers","Luke","Schaepers","m"," Deutschland","28.08.1991","1    ","https://www.sport.de/ninja-warrior/pe685881/luke-schaepers/",1,NA,NA,NA,NA,188,84," Deutschland","","https://s.hs-data.com/gfx/person/m/685881.jpg"
"620",727,"Luna Schweiger","Luna","Schweiger","w"," Deutschland","11.01.1997","  3  ","https://www.sport.de/ninja-warrior/pe705743/luna-schweiger/",NA,NA,3,NA,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705743.jpg"
"621",100,"Lynn Jung","Lynn","Jung","w"," England","21.04.1989","1    ","https://www.sport.de/ninja-warrior/pe686092/lynn-jung/",1,NA,NA,NA,NA,163,55," England","","https://s.hs-data.com/gfx/person/m/686092.jpg"
"622",971,"Lynne Winkler","Lynne","Winkler","w"," Deutschland","31.12.1995","   4 5","https://www.sport.de/ninja-warrior/pe686820/lynne-winkler/",NA,NA,NA,4,5,168,6," Deutschland","","https://s.hs-data.com/gfx/person/m/686820.jpg"
"623",797,"Magdalena Brzeska","Magdalena","Brzeska","w"," Deutschland","14.05.1978","   4 ","https://www.sport.de/ninja-warrior/pe705735/magdalena-brzeska/",NA,NA,NA,4,NA,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/705735.jpg"
"624",657,"Mahdi Limper","Mahdi","Limper","m"," Deutschland","01.01.1999","  3 4 5","https://www.sport.de/ninja-warrior/pe686146/mahdi-limper/",NA,NA,3,4,5,178,56," Deutschland","","https://s.hs-data.com/gfx/person/m/686146.jpg"
"625",800,"Maik Burkowski","Maik","Burkowski","m"," Deutschland","17.10.1975","   4 ","https://www.sport.de/ninja-warrior/pe686702/maik-burkowski/",NA,NA,NA,4,NA,177,76," Deutschland","","https://s.hs-data.com/gfx/person/m/686702.jpg"
"626",309,"Maik Faupel","Maik","Faupel","m"," Deutschland","29.04.1979"," 2   ","https://www.sport.de/ninja-warrior/pe686418/maik-faupel/",NA,2,NA,NA,NA,180,82," Deutschland","","https://s.hs-data.com/gfx/person/m/686418.jpg"
"627",877,"Maika Lederer","Maika","Lederer","w"," Deutschland","04.10.1988","   4 ","https://www.sport.de/ninja-warrior/pe686707/maika-lederer/",NA,NA,NA,4,NA,167,58," Deutschland","","https://s.hs-data.com/gfx/person/m/686707.jpg"
"628",804,"Malik Davis","Malik","Davis","m"," Deutschland","23.01.1992","   4 ","https://www.sport.de/ninja-warrior/pe686746/malik-davis/",NA,NA,NA,4,NA,170,60," Deutschland","","https://s.hs-data.com/gfx/person/m/686746.jpg"
"629",160,"Malin Pettersson","Malin","Pettersson","w"," Schweden","07.07.1987","1 2   ","https://www.sport.de/ninja-warrior/pe685862/malin-pettersson/",1,2,NA,NA,NA,166,60," Schweden","","https://s.hs-data.com/gfx/person/m/685862.jpg"
"630",1081,"Malte Komm","Malte","Komm","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708145/malte-komm/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708145.jpg"
"631",944,"Malte Sehmer","Malte","Sehmer","m"," Deutschland","25.11.2000","   4 ","https://www.sport.de/ninja-warrior/pe686789/malte-sehmer/",NA,NA,NA,4,NA,165,59," Deutschland","","https://s.hs-data.com/gfx/person/m/686789.jpg"
"632",346,"Manasse Heidl","Manasse","Heidl","m"," Deutschland","17.02.1994"," 2 3 4 5","https://www.sport.de/ninja-warrior/pe686272/manasse-heidl/",NA,2,3,4,5,174,60," Deutschland","","https://s.hs-data.com/gfx/person/m/686272.jpg"
"633",791,"Mandy Berg","Mandy","Berg","w"," Deutschland","25.10.1997","   4 ","https://www.sport.de/ninja-warrior/pe686853/mandy-berg/",NA,NA,NA,4,NA,168,55," Deutschland","","https://s.hs-data.com/gfx/person/m/686853.jpg"
"634",289,"Mandy Czieschowitz","Mandy","Czieschowitz","w"," Deutschland","20.04.1989"," 2   ","https://www.sport.de/ninja-warrior/pe686573/mandy-czieschowitz/",NA,2,NA,NA,NA,173,60," Deutschland","","https://s.hs-data.com/gfx/person/m/686573.jpg"
"635",546,"Manuel Bashir","Manuel","Bashir","m"," Deutschland","31.03.1989","  3  ","https://www.sport.de/ninja-warrior/pe686201/manuel-bashir/",NA,NA,3,NA,NA,176,62," Deutschland","","https://s.hs-data.com/gfx/person/m/686201.jpg"
"636",816,"Manuel Eder","Manuel","Eder","m"," Österreich","02.12.1986","   4 ","https://www.sport.de/ninja-warrior/pe686704/manuel-eder/",NA,NA,NA,4,NA,176,68," Österreich","","https://s.hs-data.com/gfx/person/m/686704.jpg"
"637",336,"Manuel Halbisch","Manuel","Halbisch","m"," Deutschland","09.01.1998"," 2   ","https://www.sport.de/ninja-warrior/pe686419/manuel-halbisch/",NA,2,NA,NA,NA,174,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686419.jpg"
"638",351,"Manuel Hennchen","Manuel","Hennchen","m"," Deutschland","23.11.1987"," 2   ","https://www.sport.de/ninja-warrior/pe686333/manuel-hennchen/",NA,2,NA,NA,NA,187,77," Deutschland","","https://s.hs-data.com/gfx/person/m/686333.jpg"
"639",394,"Manuel Krauthausen","Manuel","Krauthausen","m"," Deutschland","12.05.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686512/manuel-krauthausen/",NA,2,NA,NA,NA,181,72," Deutschland","","https://s.hs-data.com/gfx/person/m/686512.jpg"
"640",1092,"Manuel Langhans","Manuel","Langhans","m"," Deutschland",NA,"    5","https://www.sport.de/ninja-warrior/pe708175/manuel-langhans/",NA,NA,NA,NA,5,0,0," Deutschland","","https://s.hs-data.com/gfx/person/m/708175.jpg"
"641",686,"Manuel Osswald","Manuel","Osswald","m"," Deutschland","16.04.1983","  3  ","https://www.sport.de/ninja-warrior/pe686620/manuel-osswald/",NA,NA,3,NA,NA,171,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686620.jpg"
"642",220,"Manuel Werling","Manuel","Werling","m"," Deutschland","16.02.1989","1 2   ","https://www.sport.de/ninja-warrior/pe685850/manuel-werling/",1,2,NA,NA,NA,176,68," Deutschland","","https://s.hs-data.com/gfx/person/m/685850.jpg"
"643",907,"Mara Oberlechner","Mara","Oberlechner","w"," Deutschland","08.12.1990","   4 ","https://www.sport.de/ninja-warrior/pe686687/mara-oberlechner/",NA,NA,NA,4,NA,170,62," Deutschland","","https://s.hs-data.com/gfx/person/m/686687.jpg"
"644",130,"Marc Markowski","Marc","Markowski","m"," Deutschland","08.01.1982","1    ","https://www.sport.de/ninja-warrior/pe686022/marc-markowski/",1,NA,NA,NA,NA,176,79," Deutschland","","https://s.hs-data.com/gfx/person/m/686022.jpg"
"645",904,"Marc Neuhaus","Marc","Neuhaus","m"," Deutschland","13.08.1983","   4 ","https://www.sport.de/ninja-warrior/pe686826/marc-neuhaus/",NA,NA,NA,4,NA,178,71," Deutschland","","https://s.hs-data.com/gfx/person/m/686826.jpg"
"646",26,"Marcel Boost","Marcel","Boost","m"," Deutschland","01.03.1982","1    ","https://www.sport.de/ninja-warrior/pe686001/marcel-boost/",1,NA,NA,NA,NA,177,90," Deutschland","","https://s.hs-data.com/gfx/person/m/686001.jpg"
"647",51,"Marcel Duft","Marcel","Duft","m"," Deutschland","13.10.1981","1    ","https://www.sport.de/ninja-warrior/pe686020/marcel-duft/",1,NA,NA,NA,NA,178,78," Deutschland","","https://s.hs-data.com/gfx/person/m/686020.jpg"
"648",330,"Marcel Groß","Marcel","Groß","m"," Deutschland","18.08.1992"," 2   ","https://www.sport.de/ninja-warrior/pe686581/marcel-gross/",NA,2,NA,NA,NA,172,66," Deutschland","","https://s.hs-data.com/gfx/person/m/686581.jpg"
"649",358,"Marcel Hormes","Marcel","Hormes","m"," Deutschland","14.04.1987"," 2   ","https://www.sport.de/ninja-warrior/pe686417/marcel-hormes/",NA,2,NA,NA,NA,175,75," Deutschland","","https://s.hs-data.com/gfx/person/m/686417.jpg"
"650",853,"Marcel Kaeding","Marcel","Kaeding","m"," Deutschland","28.10.1988","   4 5","https://www.sport.de/ninja-warrior/pe686791/marcel-kaeding/",NA,NA,NA,4,5,180,90," Deutschland","","https://s.hs-data.com/gfx/person/m/686791.jpg"
"651",103,"Marcel Kahlich","Marcel","Kahlich","m"," Deutschland","28.12.1988","1    ","https://www.sport.de/ninja-warrior/pe686073/marcel-kahlich/",1,NA,NA,NA,NA,192,83," Deutschland","","https://s.hs-data.com/gfx/person/m/686073.jpg"
"652",673,"Marcel Meyer","Marcel","Meyer","m"," Deutschland","27.07.1987","  3  ","https://www.sport.de/ninja-warrior/pe686069/marcel-meyer/",NA,NA,3,NA,NA,186,86," USA","","https://s.hs-data.com/gfx/person/m/686069.jpg"
"653",701,"Marcel Remus","Marcel","Remus","m"," Deutschland","03.10.1986","  3  ","https://www.sport.de/ninja-warrior/pe686587/marcel-remus/",NA,NA,3,NA,NA,177,70," Deutschland","","https://s.hs-data.com/gfx/person/m/686587.jpg"
"654",711,"Marcel Rudkowski","Marcel","Rudkowski","m"," Deutschland","27.11.1991","  3  ","https://www.sport.de/ninja-warrior/pe686218/marcel-rudkowski/",NA,NA,3,NA,NA,183,82," Deutschland","","https://s.hs-data.com/gfx/person/m/686218.jpg"
